user_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,sessions,total_time_min,user_group,satisfaction_rating
user_28574,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,2,37.33,casual,
user_28575,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,11,137.62,professional,
user_28576,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,8,285.57,casual,
user_28577,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,12,70.92,casual,
user_28578,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,9,295.35,professional,
user_28579,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,5,209.7,professional,
user_28580,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,5,203.05,casual,
user_28581,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,2,7.84,casual,
user_28582,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,8,90.19,professional,
user_28583,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,13,10.68,casual,
user_28584,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,14,68.68,professional,
user_28585,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,12,8.37,casual,
user_28586,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,15,156.42,casual,
user_28587,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,3,176.86,professional,
user_28588,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,19,221.46,casual,
user_28589,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,14,279.93,casual,
user_28590,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5,71.4,casual,
user_28591,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,12,92.1,professional,
user_28592,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,195.16,casual,
user_28593,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,8,64.47,casual,
user_28594,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,13,144.29,casual,
user_28595,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,257.98,disinterested,
user_28596,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,5,12.07,disinterested,
user_28597,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,19,254.29,casual,
user_28598,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,10,151.13,casual,
user_28599,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,9,233.49,disinterested,
user_28600,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,15,229.6,casual,
user_28601,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,15,182.17,professional,
user_28602,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,2,76.21,professional,
user_28603,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,10,227.45,casual,
user_28604,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,8,248.27,casual,
user_28605,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,16,219.26,professional,
user_28606,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,17,169.57,professional,
user_28607,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,12,186.09,disinterested,
user_28608,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,4,224.35,casual,
user_28609,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3,136.78,casual,
user_28610,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,17,35.36,casual,
user_28611,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,12,192.1,casual,
user_28612,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,2,277.22,casual,
user_28613,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,8,22.87,casual,
user_28614,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,16,230.97,professional,
user_28615,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,15,28.93,casual,
user_28616,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,12,220.82,disinterested,
user_28617,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,18,102.95,casual,
user_28618,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,7,193.92,casual,
user_28619,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,9,130.65,disinterested,
user_28620,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,5,140.95,casual,
user_28621,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3,86.82,casual,
user_28622,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,9,100.75,professional,
user_28623,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,8,61.68,professional,
user_28624,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,10,274.9,professional,
user_28625,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,16,166.2,professional,
user_28626,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,8,163.15,casual,
user_28627,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,3,50.0,professional,
user_28628,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,3,212.14,professional,
user_28629,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,13,34.2,casual,
user_28630,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,3,150.65,professional,
user_28631,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,17,153.69,casual,
user_28632,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,10,90.79,casual,
user_28633,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,5,246.98,disinterested,
user_28634,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,18,193.12,professional,
user_28635,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,2,25.45,disinterested,
user_28636,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,13,96.24,casual,2.0
user_28637,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,2,259.66,casual,
user_28638,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,14,147.63,casual,
user_28639,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,16,37.51,professional,
user_28640,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,13,156.05,disinterested,
user_28641,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,181.09,casual,
user_28642,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,16,38.31,casual,
user_28643,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,6,124.47,casual,
user_28644,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,14,159.9,professional,
user_28645,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,12,171.12,casual,
user_28646,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,15,115.92,casual,1.0
user_28647,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,16,284.31,disinterested,
user_28648,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,17,41.41,professional,
user_28649,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,252.32,disinterested,
user_28650,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,11,62.79,disinterested,
user_28651,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,10,155.38,casual,5.0
user_28652,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,55.85,disinterested,
user_28653,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,16,45.19,disinterested,
user_28654,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,2,112.66,professional,
user_28655,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,4,216.13,professional,
user_28656,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,8,159.18,casual,
user_28657,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,17,207.62,disinterested,
user_28658,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,7,122.94,disinterested,
user_28659,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,7,115.41,casual,
user_28660,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,15,289.59,professional,
user_28661,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,18,98.47,casual,
user_28662,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,18,25.88,professional,
user_28663,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,6,57.43,disinterested,
user_28664,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,3,296.67,casual,
user_28665,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,3,10.34,casual,
user_28666,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,17,60.1,casual,
user_28667,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,9,78.78,professional,
user_28668,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,6,285.7,professional,
user_28669,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,6,248.5,casual,
user_28670,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,5,212.27,casual,
user_28671,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,3,72.74,casual,
user_28672,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,12,243.78,casual,
user_28673,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,6,100.14,casual,
user_28674,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,9,91.82,casual,
user_28675,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,8,66.05,casual,
user_28676,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,10,31.44,casual,
user_28677,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,16,216.14,casual,
user_28678,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,12,13.13,casual,
user_28679,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,15,48.11,casual,
user_28680,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,5,262.79,casual,1.0
user_28681,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,3,261.85,professional,
user_28682,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,11,242.17,disinterested,
user_28683,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,10,264.54,casual,
user_28684,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,10,266.69,professional,
user_28685,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,7,283.89,casual,
user_28686,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,15,285.47,casual,
user_28687,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,19,195.07,casual,
user_28688,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,16,136.23,casual,
user_28689,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,131.85,casual,
user_28690,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,5,270.48,professional,
user_28691,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,5,110.28,professional,
user_28692,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,12,252.13,casual,
user_28693,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,2,50.37,casual,
user_28694,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,19,265.66,professional,
user_28695,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,2,164.0,professional,
user_28696,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,12,67.1,casual,
user_28697,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,9,190.16,casual,4.0
user_28698,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,17,222.91,casual,
user_28699,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,5,122.48,casual,
user_28700,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,37.44,casual,
user_28701,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,13,145.24,professional,
user_28702,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,4,240.95,disinterested,
user_28703,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,12,169.16,casual,
user_28704,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,18,280.87,casual,
user_28705,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,14,208.13,disinterested,
user_28706,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,14,62.1,professional,
user_28707,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10,142.23,casual,
user_28708,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,16,224.39,casual,
user_28709,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,9,193.14,professional,
user_28710,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,18,185.24,casual,
user_28711,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,12,79.25,disinterested,
user_28712,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,7,50.3,professional,
user_28713,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,18,208.52,casual,
user_28714,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,3,9.64,casual,
user_28715,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,10,94.11,casual,
user_28716,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,7,98.13,casual,
user_28717,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,5,58.78,disinterested,
user_28718,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,9,83.98,professional,
user_28719,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,5,200.94,casual,
user_28720,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,3,31.29,casual,
user_28721,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,10,129.73,professional,
user_28722,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,13,181.44,professional,
user_28723,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,117.57,casual,
user_28724,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,12.16,casual,
user_28725,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,6,9.84,casual,
user_28726,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,4,227.7,casual,
user_28727,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,19,201.51,disinterested,
user_28728,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,6,72.51,casual,
user_28729,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,8,198.8,casual,
user_28730,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,4,144.36,professional,
user_28731,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,7,228.52,professional,
user_28732,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,13,54.4,casual,
user_28733,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,10,140.9,professional,5.0
user_28734,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,13,28.83,casual,
user_28735,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,11,84.53,professional,
user_28736,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,8,205.82,casual,
user_28737,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,15,160.56,professional,
user_28738,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,13,17.65,disinterested,
user_28739,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,15,253.39,casual,
user_28740,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,20.07,casual,
user_28741,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,9,125.57,professional,
user_28742,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,14,234.11,professional,
user_28743,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,2,235.96,disinterested,
user_28744,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,6,16.62,disinterested,
user_28745,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,19,240.82,casual,
user_28746,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,14,162.86,casual,
user_28747,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,128.89,professional,
user_28748,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,5,16.25,casual,
user_28749,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,5,222.63,disinterested,
user_28750,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,9,108.25,professional,
user_28751,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,17,241.69,disinterested,
user_28752,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,2,233.73,professional,
user_28753,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,13,118.64,casual,
user_28754,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,7,126.97,casual,
user_28755,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,14,231.98,professional,
user_28756,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,6,113.74,professional,
user_28757,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,12,184.87,casual,
user_28758,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,5,80.01,casual,
user_28759,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,8,195.21,casual,
user_28760,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,7,81.71,casual,
user_28761,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,17,241.74,casual,
user_28762,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2,244.46,professional,
user_28763,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,13,288.28,casual,
user_28764,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,10,288.67,casual,
user_28765,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,19,267.63,disinterested,
user_28766,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,115.38,casual,
user_28767,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,16,299.94,casual,
user_28768,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,11,46.11,professional,
user_28769,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,184.19,casual,
user_28770,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,9,90.92,casual,
user_28771,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,10,44.86,casual,
user_28772,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,14,267.43,disinterested,
user_28773,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,12,222.9,casual,
user_28774,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,9,235.85,casual,
user_28775,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,18,102.18,casual,
user_28776,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,15,216.67,disinterested,
user_28777,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,4,285.76,disinterested,
user_28778,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,11,95.08,casual,
user_28779,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,16,203.55,professional,
user_28780,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,6,24.01,casual,
user_28781,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,11,234.87,casual,
user_28782,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,5,150.29,casual,
user_28783,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,98.38,disinterested,
user_28784,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9,256.22,casual,
user_28785,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,14,295.82,casual,
user_28786,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,4,130.58,casual,
user_28787,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,15,133.78,professional,
user_28788,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,15,38.22,casual,
user_28789,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,11,121.93,casual,
user_28790,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,15,131.42,casual,
user_28791,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,15,64.43,professional,
user_28792,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,18,208.17,professional,
user_28793,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,4,244.55,professional,
user_28794,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,11,190.37,professional,
user_28795,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,7,96.85,casual,
user_28796,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,4,194.41,professional,
user_28797,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,12,33.1,disinterested,
user_28798,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,6,294.07,casual,
user_28799,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,18,24.75,disinterested,
user_28800,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,9,119.92,professional,
user_28801,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,4,80.55,professional,
user_28802,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,161.39,casual,
user_28803,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,8,101.61,disinterested,
user_28804,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,19,196.28,casual,
user_28805,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,13,35.48,disinterested,
user_28806,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,17,276.95,professional,
user_28807,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,267.93,casual,
user_28808,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,17,272.9,professional,
user_28809,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,10,268.18,casual,
user_28810,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,15,90.98,casual,
user_28811,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,15.46,casual,
user_28812,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,12,198.32,professional,
user_28813,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,17,48.84,professional,
user_28814,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,15,30.81,disinterested,
user_28815,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,7,121.71,disinterested,
user_28816,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,14,57.57,disinterested,
user_28817,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,4,274.92,casual,
user_28818,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,4,274.77,casual,
user_28819,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,2,108.33,professional,
user_28820,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,13,235.19,disinterested,
user_28821,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,98.74,professional,
user_28822,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,10,102.82,professional,
user_28823,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,3,141.61,disinterested,
user_28824,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,14,204.6,disinterested,
user_28825,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,135.25,casual,
user_28826,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,11,243.22,casual,
user_28827,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,18,49.87,professional,
user_28828,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,4,151.89,casual,
user_28829,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4,171.37,casual,
user_28830,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,2,294.26,casual,
user_28831,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,4,230.99,casual,
user_28832,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,17,204.43,casual,
user_28833,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,5,292.92,disinterested,
user_28834,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,297.48,casual,
user_28835,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,18,129.35,disinterested,
user_28836,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,19,229.0,professional,
user_28837,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,5,161.26,casual,
user_28838,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,9,61.95,disinterested,
user_28839,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,2,287.28,professional,
user_28840,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,11,113.75,professional,
user_28841,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,8,195.44,casual,
user_28842,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,8,28.6,professional,
user_28843,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,19,275.68,professional,
